colonne,min_fin_fenetre,id_joueur,date_match,moment,mean,std,skewness,kurtosis,RMS,IQR,Q10,Q25,median,Q75,Q90,prop_sup_seuil
ACC Z,30,joueur_19,match_20220807,MT2,-0.343538,0.24301,-1.40528,7.06725,0.420799,0.769941,-0.631525,-0.431288,-0.309202,-0.21684,-0.103337,
GYRO X,30,joueur_19,match_20220807,MT2,-1.75246,30.0385,-0.011758,6.31139,30.0896,88.8821,-34.0119,-16.151,-0.927577,12.6524,28.008,
GYRO Y,30,joueur_19,match_20220807,MT2,2.32949,59.7925,-0.214205,3.03079,59.8379,204.155,-67.4681,-20.9068,2.01442,27.573,73.2119,
GYRO Z,30,joueur_19,match_20220807,MT2,4.18096,38.9702,0.0308448,6.65127,39.1939,127.425,-34.3487,-10.7841,3.36537,18.1985,43.6478,
NormeGradAcc,30,joueur_19,match_20220807,MT2,0.0347259,0.0443232,1.9513,4.64612,0.0563066,0.135183,0.00241744,0.00578828,0.014543,0.0482239,0.101466,0.11997198879551821
NormeGradGyro,30,joueur_19,match_20220807,MT2,3.15674,3.33329,2.18159,6.76223,4.59085,9.64324,0.460536,0.946428,1.91569,4.3034,7.59636,
ACC X,15,joueur_52,match_20220807,MT1,-0.0867266,0.379606,-0.290896,5.0874,0.389387,1.18044,-0.49251,-0.270022,-0.0646166,0.105278,0.322708,
ACC Y,15,joueur_52,match_20220807,MT1,-1.15808,0.996708,-0.381883,0.251429,1.52793,3.47676,-2.51146,-1.63008,-1.21722,-0.419499,0.131134,
ACC Z,15,joueur_52,match_20220807,MT1,-0.575922,0.473268,-0.850843,3.11584,0.745432,1.47266,-1.18547,-0.816144,-0.551732,-0.241764,0.00485042,
GYRO X,15,joueur_52,match_20220807,MT1,-6.19271,35.3237,0.0250381,6.29499,35.8624,110.702,-46.7474,-23.7258,-4.58665,11.4825,32.3548,
GYRO Y,15,joueur_52,match_20220807,MT1,0.988567,69.2727,0.221735,2.24878,69.2798,233.669,-80.3033,-33.7863,-0.12196,31.1152,85.3936,
GYRO Z,15,joueur_52,match_20220807,MT1,-0.39406,40.1225,0.0114487,2.61751,40.1244,134.113,-48.5544,-19.9128,-0.159049,19.3587,46.435,
NormeGradAcc,15,joueur_52,match_20220807,MT1,0.072582,0.0645333,1.18565,0.837477,0.097122,0.201231,0.0105962,0.0216484,0.0502745,0.107031,0.172824,0.21907096171802054
NormeGradGyro,15,joueur_52,match_20220807,MT1,4.64563,3.87629,2.05797,8.47725,6.05041,11.3962,1.07179,1.86755,3.51796,6.33776,9.73692,
ACC X,30,joueur_52,match_20220807,MT1,-0.0835944,0.35592,-0.134872,5.53711,0.365605,1.07096,-0.445343,-0.261742,-0.0740332,0.0844459,0.298653,
ACC Y,30,joueur_52,match_20220807,MT1,-1.13717,0.969362,-0.341746,0.514818,1.49426,3.44726,-2.3582,-1.56512,-1.23909,-0.447861,0.136707,
ACC Z,30,joueur_52,match_20220807,MT1,-0.563409,0.44865,-0.878088,2.93497,0.72022,1.4506,-1.15053,-0.778175,-0.537679,-0.267581,-0.0036158,
GYRO X,30,joueur_52,match_20220807,MT1,-6.19923,34.9378,-0.239177,8.76176,35.4835,107.704,-43.8841,-22.2864,-4.62244,9.5328,30.1064,
GYRO Y,30,joueur_52,match_20220807,MT1,-0.406007,63.4669,0.163223,2.51446,63.4682,218.509,-74.9299,-28.3132,-0.200645,25.2487,72.561,
GYRO Z,30,joueur_52,match_20220807,MT1,-1.17899,37.9534,-0.120041,4.43393,37.9717,125.469,-44.4224,-17.9015,-0.343392,15.9946,40.8979,
NormeGradAcc,30,joueur_52,match_20220807,MT1,0.065395,0.0639529,1.41342,1.79123,0.0914684,0.199146,0.00823856,0.0174167,0.0401147,0.094112,0.164322,0.19101774042950515
NormeGradGyro,30,joueur_52,match_20220807,MT1,4.11626,3.74768,2.06008,7.61673,5.56675,10.9326,0.82634,1.48049,2.86263,5.66353,9.13113,
ACC X,45,joueur_52,match_20220807,MT1,-0.0710354,0.333085,-0.404771,4.93704,0.340575,1.03043,-0.428066,-0.237073,-0.0496435,0.0991158,0.294414,
ACC Y,45,joueur_52,match_20220807,MT1,-1.17721,0.931083,-0.371018,0.566999,1.50091,3.3205,-2.32974,-1.59782,-1.24457,-0.580879,0.0867438,
ACC Z,45,joueur_52,match_20220807,MT1,-0.538224,0.41267,-0.668901,1.49399,0.678219,1.34278,-1.06166,-0.748741,-0.523475,-0.263823,-0.00730537,
GYRO X,45,joueur_52,match_20220807,MT1,-6.36043,33.9962,-0.0917652,5.53185,34.5861,106.997,-44.2622,-22.9855,-4.88888,9.90964,30.7483,
GYRO Y,45,joueur_52,match_20220807,MT1,0.892172,63.969,0.324498,2.49405,63.9752,218.851,-74.8361,-29.9644,-0.267143,27.6708,75.6388,
GYRO Z,45,joueur_52,match_20220807,MT1,-0.51939,37.69,0.0239803,4.0705,37.6936,124.965,-43.364,-17.9139,-0.149375,16.8822,40.8084,
NormeGradAcc,45,joueur_52,match_20220807,MT1,0.0639595,0.0608476,1.39824,1.47958,0.0882794,0.189696,0.00992837,0.0187678,0.0395223,0.0914143,0.158243,0.18057422969187675
NormeGradGyro,45,joueur_52,match_20220807,MT1,4.12064,3.49209,1.91211,5.5015,5.40133,10.3859,1.00095,1.67603,2.99303,5.52636,8.80283,
ACC X,15,joueur_52,match_20220807,MT2,-0.0508683,0.358204,0.101188,12.8626,0.361798,1.06257,-0.400217,-0.20355,-0.0426662,0.100753,0.307644,
ACC Y,15,joueur_52,match_20220807,MT2,-1.15257,0.877593,-0.313078,0.826037,1.44865,3.09503,-2.08454,-1.52115,-1.26393,-0.631961,0.0728928,
ACC Z,15,joueur_52,match_20220807,MT2,-0.558392,0.428181,-0.72953,3.24408,0.703662,1.38722,-1.09315,-0.754988,-0.536653,-0.302873,-0.0162406,
GYRO X,15,joueur_52,match_20220807,MT2,-6.04305,30.9717,-0.0939323,5.25441,31.5558,95.6913,-39.4108,-20.1848,-4.68544,7.82594,26.3557,
GYRO Y,15,joueur_52,match_20220807,MT2,0.422208,61.5233,0.108672,3.47177,61.5248,213.784,-69.2692,-23.4855,0.28085,22.6577,67.2504,
GYRO Z,15,joueur_52,match_20220807,MT2,-0.431203,38.2497,0.134588,5.62566,38.2522,125.214,-41.3509,-16.1021,-0.255802,15.1427,39.2622,
NormeGradAcc,15,joueur_52,match_20220807,MT2,0.0590846,0.0602353,1.52026,1.98634,0.0843758,0.187991,0.00695645,0.0147385,0.035441,0.0839667,0.151888,0.15875816993464054
NormeGradGyro,15,joueur_52,match_20220807,MT2,3.58806,3.53908,2.49379,11.9923,5.03976,10.1867,0.671772,1.24656,2.37618,4.78291,8.15367,
ACC X,30,joueur_52,match_20220807,MT2,-0.0475815,0.322324,0.0185548,8.33368,0.325817,0.959344,-0.372451,-0.198235,-0.0403218,0.0937336,0.290923,
ACC Y,30,joueur_52,match_20220807,MT2,-1.14304,0.877305,-0.192029,1.01685,1.4409,3.07658,-2.03926,-1.51621,-1.25503,-0.647815,0.0697477,
ACC Z,30,joueur_52,match_20220807,MT2,-0.562886,0.419375,-0.682972,3.08879,0.701937,1.37508,-1.09085,-0.760538,-0.54099,-0.313714,-0.0245453,
GYRO X,30,joueur_52,match_20220807,MT2,-6.07502,31.8619,0.632973,14.8837,32.4359,95.0339,-39.022,-20.4014,-4.48797,7.58525,25.2816,
GYRO Y,30,joueur_52,match_20220807,MT2,0.373088,57.0476,0.326639,3.57139,57.0488,197.738,-65.0278,-21.8036,-0.137589,21.6263,62.5109,
GYRO Z,30,joueur_52,match_20220807,MT2,-0.960701,36.5804,-0.0307231,5.85023,36.593,119.511,-40.73,-17.016,-0.300318,15.4303,37.2861,
NormeGradAcc,30,joueur_52,match_20220807,MT2,0.0568344,0.0587835,1.63286,2.60576,0.0817658,0.182722,0.00699302,0.0145607,0.033266,0.0809242,0.144502,0.14689075630252102
NormeGradGyro,30,joueur_52,match_20220807,MT2,3.36255,3.23449,2.3787,9.60304,4.66569,9.33424,0.691606,1.23468,2.25157,4.43559,7.54306,
ACC X,45,joueur_52,match_20220807,MT2,-0.0577843,0.316717,0.206861,5.77073,0.321946,0.977649,-0.396086,-0.216821,-0.0508263,0.0923331,0.290931,
ACC Y,45,joueur_52,match_20220807,MT2,-1.14984,0.893911,-0.293501,0.804784,1.45643,3.17849,-2.15708,-1.51625,-1.26139,-0.599649,0.077038,
ACC Z,45,joueur_52,match_20220807,MT2,-0.554782,0.409219,-0.671675,1.40685,0.689379,1.37264,-1.10339,-0.747284,-0.530067,-0.298705,-0.0233713,
GYRO X,45,joueur_52,match_20220807,MT2,-6.1402,29.2848,-0.215246,5.66249,29.9215,91.8474,-38.1145,-19.8707,-4.5097,7.08811,24.9749,
GYRO Y,45,joueur_52,match_20220807,MT2,0.484949,58.2222,0.269227,5.75216,58.2242,200.503,-65.7926,-24.0102,-0.155294,22.598,66.5809,
GYRO Z,45,joueur_52,match_20220807,MT2,-0.697877,35.3768,0.0626512,4.70752,35.3836,118.308,-39.6689,-16.3587,-0.224739,14.9405,37.9397,
NormeGradAcc,45,joueur_52,match_20220807,MT2,0.0580682,0.0586269,1.44629,1.65598,0.0825168,0.181837,0.00688507,0.0142621,0.0343991,0.0843421,0.14744,0.15824929971988796
NormeGradGyro,45,joueur_52,match_20220807,MT2,3.38432,3.26632,3.72736,47.9172,4.70346,9.21473,0.658439,1.23186,2.34233,4.55548,7.50998,
ACC X,15,joueur_64,match_20220807,MT1,-0.167676,0.392908,-0.69077,6.9004,0.427191,1.18467,-0.574007,-0.339422,-0.15445,0.0413696,0.227985,
ACC Y,15,joueur_64,match_20220807,MT1,-0.834984,0.730094,-0.236871,0.410363,1.10916,2.54251,-1.86422,-1.15853,-0.844086,-0.445026,0.19264,
ACC Z,15,joueur_64,match_20220807,MT1,-0.506676,0.395317,-1.27151,5.35303,0.642648,1.19504,-0.975207,-0.684352,-0.443204,-0.273208,-0.102441,
GYRO X,15,joueur_64,match_20220807,MT1,14.7408,52.4437,0.062323,13.9042,54.476,140.344,-30.8508,-6.14974,14.5447,35.6785,60.7942,
GYRO Y,15,joueur_64,match_20220807,MT1,4.84712,90.9457,-0.113039,2.58632,91.0748,290.065,-106.213,-43.0566,6.40526,54.2946,111.309,
GYRO Z,15,joueur_64,match_20220807,MT1,5.63833,65.1997,-0.0984597,5.37132,65.4431,204.482,-64.5309,-23.1149,4.47128,34.4329,78.1242,
NormeGradAcc,15,joueur_64,match_20220807,MT1,0.0562107,0.052477,1.40083,2.11149,0.0768991,0.155859,0.00774063,0.0158007,0.0372157,0.0830477,0.134362,0.1842483660130719
NormeGradGyro,15,joueur_64,match_20220807,MT1,6.11364,6.36136,2.93841,12.7979,8.8229,17.1719,1.16141,2.15397,4.18317,7.78457,12.7408,
ACC X,30,joueur_64,match_20220807,MT1,-0.159945,0.359431,-0.576518,8.12341,0.393412,1.04006,-0.499799,-0.322678,-0.156617,0.0286742,0.196537,
ACC Y,30,joueur_64,match_20220807,MT1,-0.836116,0.648855,-0.191568,1.35817,1.05835,2.38127,-1.6687,-1.07133,-0.853151,-0.597503,0.0964283,
ACC Z,30,joueur_64,match_20220807,MT1,-0.483007,0.340142,-1.19048,6.31262,0.590755,1.03696,-0.881704,-0.621175,-0.43903,-0.292994,-0.142273,
GYRO X,30,joueur_64,match_20220807,MT1,13.904,45.2819,0.31436,17.9937,47.3685,122.713,-26.312,-4.18276,13.6361,31.7398,54.0847,
GYRO Y,30,joueur_64,match_20220807,MT1,2.42796,80.8512,-0.106339,4.28909,80.8877,261.261,-90.9717,-35.5895,3.45533,41.9988,93.6634,
GYRO Z,30,joueur_64,match_20220807,MT1,3.56685,57.4745,-0.0147933,5.40437,57.5851,187.752,-55.57,-19.7914,2.505,26.0785,64.5116,
NormeGradAcc,30,joueur_64,match_20220807,MT1,0.0443319,0.0494461,1.83208,4.2204,0.0664096,0.144123,0.00461915,0.00980777,0.0226141,0.0659213,0.116884,0.13219887955182072
NormeGradGyro,30,joueur_64,match_20220807,MT1,4.82289,5.56568,3.3382,17.6102,7.36458,14.3051,0.805859,1.45584,2.99309,6.14869,10.5982,
ACC X,45,joueur_64,match_20220807,MT1,-0.16508,0.359017,-0.67351,8.05816,0.395151,1.07954,-0.529235,-0.328047,-0.16276,0.0254806,0.211639,
ACC Y,45,joueur_64,match_20220807,MT1,-0.864847,0.673452,-0.176829,0.597839,1.09613,2.44242,-1.79391,-1.15271,-0.864475,-0.57245,0.116845,
ACC Z,45,joueur_64,match_20220807,MT1,-0.458525,0.33036,-1.18019,4.73768,0.56514,1.01526,-0.865976,-0.618185,-0.406995,-0.258011,-0.118898,
GYRO X,45,joueur_64,match_20220807,MT1,13.3971,40.6819,0.0599118,7.84761,42.8311,117.179,-26.5341,-4.6957,13.3165,31.6225,52.8529,
GYRO Y,45,joueur_64,match_20220807,MT1,2.52369,83.5134,-0.254246,2.28009,83.5515,272.63,-97.7581,-42.1023,3.84825,48.905,103.394,
GYRO Z,45,joueur_64,match_20220807,MT1,4.17405,56.8143,0.231284,3.2965,56.9674,191.572,-59.8629,-22.3711,2.77735,28.975,69.8158,
NormeGradAcc,45,joueur_64,match_20220807,MT1,0.049849,0.0480291,1.47337,2.40538,0.0692222,0.142568,0.00707344,0.0137683,0.0301278,0.0754695,0.120835,0.14909897292250232
NormeGradGyro,45,joueur_64,match_20220807,MT1,5.08959,4.72895,2.65513,11.8069,6.94744,13.1219,1.1372,1.98626,3.69616,6.65525,10.5096,
ACC X,15,joueur_64,match_20220807,MT2,0.0820883,0.331874,0.724177,10.0129,0.341875,0.955133,-0.244255,-0.0789356,0.0762484,0.225092,0.385946,
ACC Y,15,joueur_64,match_20220807,MT2,-0.847642,0.627153,-0.209652,1.56226,1.05443,2.39934,-1.62311,-1.03688,-0.878293,-0.641432,0.0574985,
ACC Z,15,joueur_64,match_20220807,MT2,0.442336,0.337326,1.44353,5.63339,0.556282,1.04878,0.117122,0.262335,0.375335,0.565874,0.858609,
GYRO X,15,joueur_64,match_20220807,MT2,14.0548,39.3031,-0.347408,12.1913,41.7405,109.08,-21.1274,-1.39606,13.7293,29.9432,49.9008,
GYRO Y,15,joueur_64,match_20220807,MT2,3.79869,76.0707,0.0354186,3.54578,76.1655,249.052,-86.9577,-31.1762,4.40243,38.3941,91.3152,
GYRO Z,15,joueur_64,match_20220807,MT2,4.95397,54.5419,-0.0057962,8.00568,54.7664,172.083,-49.2234,-14.2105,4.63654,25.9446,59.1074,
NormeGradAcc,15,joueur_64,match_20220807,MT2,0.042039,0.0496503,1.78565,3.86451,0.0650571,0.146585,0.00301749,0.00723161,0.019292,0.0632031,0.116811,0.13140522875816993
NormeGradGyro,15,joueur_64,match_20220807,MT2,4.50399,5.30784,2.89173,12.2449,6.96126,14.039,0.610522,1.2102,2.60458,5.90722,10.5626,
ACC X,30,joueur_64,match_20220807,MT2,0.0619002,0.345306,0.475962,9.97751,0.35081,0.99114,-0.286621,-0.105999,0.0682219,0.212253,0.382879,
ACC Y,30,joueur_64,match_20220807,MT2,-0.84643,0.670124,-0.118614,0.693248,1.07959,2.48132,-1.76064,-1.08793,-0.875356,-0.593399,0.153861,
ACC Z,30,joueur_64,match_20220807,MT2,0.435128,0.331135,1.30505,4.72799,0.546797,1.01033,0.106424,0.247774,0.36952,0.567362,0.862563,
GYRO X,30,joueur_64,match_20220807,MT2,13.7931,36.099,-0.422466,10.6371,38.6444,104.752,-19.488,-0.985873,13.5727,29.3874,48.9803,
GYRO Y,30,joueur_64,match_20220807,MT2,3.4893,74.7247,-0.0102081,3.19169,74.8061,245.045,-87.4424,-32.3542,3.84808,39.427,94.073,
GYRO Z,30,joueur_64,match_20220807,MT2,4.37984,54.9201,0.0567384,5.33232,55.0944,179.196,-56.4293,-16.7984,4.98296,27.6747,61.5836,
NormeGradAcc,30,joueur_64,match_20220807,MT2,0.0457385,0.0496045,1.47561,2.25182,0.0674731,0.144405,0.00332914,0.00818858,0.0230685,0.0733169,0.120471,0.1434173669467787
NormeGradGyro,30,joueur_64,match_20220807,MT2,4.26112,4.51846,2.83976,14.7534,6.21076,11.9803,0.631058,1.25374,2.73798,5.89061,9.44495,
ACC X,15,joueur_65,match_20220807,MT1,0.0356356,0.298165,0.245704,5.04585,0.300287,0.861887,-0.284058,-0.14957,0.0278409,0.209671,0.363083,
ACC Y,15,joueur_65,match_20220807,MT1,-0.840295,0.653368,0.0103161,0.398709,1.06442,2.36158,-1.74088,-1.15818,-0.850342,-0.548384,0.11531,
ACC Z,15,joueur_65,match_20220807,MT1,0.489512,0.372731,0.910347,2.00069,0.615265,1.19167,0.0844754,0.252649,0.418302,0.690649,0.998909,
GYRO X,15,joueur_65,match_20220807,MT1,-8.77274,40.4593,-0.0996119,4.27164,41.3994,132.865,-55.115,-27.4084,-7.87932,10.8623,35.9959,
GYRO Y,15,joueur_65,match_20220807,MT1,-2.70169,72.6466,0.124763,0.984587,72.6968,244.919,-94.3143,-44.3769,-4.64358,38.1178,89.74,
GYRO Z,15,joueur_65,match_20220807,MT1,2.535,53.8434,0.0566982,2.21851,53.9031,178.351,-63.1108,-26.2672,3.04927,30.7454,67.1064,
NormeGradAcc,15,joueur_65,match_20220807,MT1,0.0457499,0.0413198,1.29942,1.66485,0.0616472,0.129822,0.00563567,0.0133597,0.0321097,0.066775,0.106906,0.18451447245564892
NormeGradGyro,15,joueur_65,match_20220807,MT1,4.70777,3.94912,1.55954,4.19664,6.14481,11.5477,0.911851,1.67091,3.52054,6.88745,10.0917,
ACC X,30,joueur_65,match_20220807,MT1,0.0237956,0.288903,0.105608,7.10863,0.289881,0.824317,-0.273061,-0.156579,0.0113949,0.190002,0.344999,
ACC Y,30,joueur_65,match_20220807,MT1,-0.858511,0.569231,-0.0607477,1.54672,1.03008,2.18726,-1.56258,-1.0633,-0.872083,-0.681969,-0.0479966,
ACC Z,30,joueur_65,match_20220807,MT1,0.463942,0.339541,1.1127,2.9257,0.574917,1.08587,0.121784,0.253746,0.387196,0.631196,0.918267,
GYRO X,30,joueur_65,match_20220807,MT1,-8.87999,35.0876,-0.184797,9.10112,36.1938,108.377,-45.0447,-23.2267,-8.16198,6.43032,26.6167,
GYRO Y,30,joueur_65,match_20220807,MT1,-4.99738,65.9759,0.00508573,1.78714,66.1649,224.885,-85.7886,-38.8509,-5.11621,29.2818,74.7486,
GYRO Z,30,joueur_65,match_20220807,MT1,3.95277,49.9825,-0.045073,2.88188,50.1385,170.557,-53.1794,-19.4759,3.32638,27.2602,63.2038,
NormeGradAcc,30,joueur_65,match_20220807,MT1,0.03783,0.0404932,1.71575,3.64888,0.0554149,0.124081,0.00348268,0.00827781,0.0219398,0.0572415,0.0954986,0.14242296918767508
NormeGradGyro,30,joueur_65,match_20220807,MT1,3.78378,3.74106,2.17522,8.36737,5.32095,10.5041,0.631382,1.18179,2.35399,5.46978,8.74307,
ACC X,45,joueur_65,match_20220807,MT1,0.0232954,0.281921,0.319763,4.15135,0.282881,0.83222,-0.288566,-0.149644,0.014557,0.189567,0.342079,
ACC Y,45,joueur_65,match_20220807,MT1,-0.869827,0.570352,-0.00487508,0.810555,1.04014,2.1898,-1.61216,-1.11729,-0.86749,-0.669222,-0.0512243,
ACC Z,45,joueur_65,match_20220807,MT1,0.460722,0.34087,1.24237,3.69886,0.573112,1.0761,0.124374,0.247144,0.38262,0.624756,0.917346,
GYRO X,45,joueur_65,match_20220807,MT1,-8.1685,29.7271,-0.00243579,6.48218,30.829,90.8872,-40.4361,-21.8095,-7.6993,6.53518,22.583,
GYRO Y,45,joueur_65,match_20220807,MT1,-2.85386,66.2332,0.00235228,1.55218,66.2946,223.933,-83.9198,-38.6786,-3.3229,33.1422,77.8446,
GYRO Z,45,joueur_65,match_20220807,MT1,2.43009,51.7739,0.0407387,2.51914,51.8309,175.051,-56.5355,-22.7368,1.86243,27.5234,61.4322,
NormeGradAcc,45,joueur_65,match_20220807,MT1,0.0400822,0.0387904,1.43959,1.8594,0.0557788,0.121659,0.00498489,0.0109961,0.0252329,0.0602104,0.0973268,0.14826797385620916
NormeGradGyro,45,joueur_65,match_20220807,MT1,3.73829,3.28881,1.71864,4.21114,4.97907,9.57119,0.792132,1.3473,2.56429,5.32655,8.28093,
ACC X,15,joueur_65,match_20220807,MT2,0.0820164,0.282666,0.472167,7.41212,0.294324,0.796744,-0.217648,-0.0742906,0.0738828,0.228779,0.358168,
ACC Y,15,joueur_65,match_20220807,MT2,-0.853014,0.531895,-0.034495,1.81608,1.00526,2.10022,-1.41359,-1.01222,-0.876483,-0.706896,-0.127514,
ACC Z,15,joueur_65,match_20220807,MT2,0.474878,0.328403,1.3722,4.80188,0.577372,1.05665,0.161513,0.292888,0.403242,0.600953,0.898412,
GYRO X,15,joueur_65,match_20220807,MT2,-8.46578,35.8998,-0.184303,7.49047,36.8845,114.093,-42.4241,-20.162,-8.41895,4.15819,25.9833,
GYRO Y,15,joueur_65,match_20220807,MT2,-6.00618,62.1209,-0.0209844,2.43741,62.4105,218.341,-81.2142,-33.6057,-5.46654,20.77,69.5613,
GYRO Z,15,joueur_65,match_20220807,MT2,4.59819,47.6078,0.147594,5.15343,47.8293,155.229,-45.1676,-15.8433,4.19319,24.2735,55.1088,
NormeGradAcc,15,joueur_65,match_20220807,MT2,0.0348433,0.040689,1.7166,2.78137,0.0535691,0.125889,0.00191689,0.00596082,0.0184659,0.049806,0.0962267,0.13941176470588235
NormeGradGyro,15,joueur_65,match_20220807,MT2,3.82262,4.3713,2.07442,6.90871,5.80695,12.5997,0.377054,0.901516,1.93742,5.49935,10.1855,
ACC X,30,joueur_65,match_20220807,MT2,0.0627894,0.279749,0.434774,8.06609,0.286709,0.789544,-0.223256,-0.0859103,0.0523138,0.207623,0.344909,
ACC Y,30,joueur_65,match_20220807,MT2,-0.858692,0.494845,0.0320365,3.1212,0.991072,1.92423,-1.32313,-1.00259,-0.882957,-0.73208,-0.23689,
ACC Z,30,joueur_65,match_20220807,MT2,0.464882,0.329079,1.3197,4.29881,0.569568,1.04735,0.17893,0.278726,0.387227,0.599243,0.878911,
GYRO X,30,joueur_65,match_20220807,MT2,-8.32675,34.0519,0.0368491,8.49631,35.0552,105.072,-39.6667,-20.6179,-8.32612,4.25728,22.7138,
GYRO Y,30,joueur_65,match_20220807,MT2,-4.93711,61.4871,0.147363,3.57611,61.685,208.705,-75.3133,-31.5421,-5.52291,20.938,65.1075,
GYRO Z,30,joueur_65,match_20220807,MT2,3.9452,49.0441,0.122919,4.64628,49.2025,161.714,-45.7274,-16.2492,3.5674,24.2275,52.6608,
NormeGradAcc,30,joueur_65,match_20220807,MT2,0.0322893,0.0394842,2.04496,5.3324,0.0510059,0.119971,0.00198653,0.00571384,0.0168848,0.0434154,0.0888556,0.12137254901960784
NormeGradGyro,30,joueur_65,match_20220807,MT2,3.48108,3.98884,2.2921,7.62898,5.29422,11.5273,0.417802,0.956865,1.87352,4.62865,9.07284,
ACC X,45,joueur_65,match_20220807,MT2,0.0730548,0.253218,0.648218,7.07342,0.263545,0.749927,-0.21931,-0.0824454,0.0709811,0.21875,0.350359,
ACC Y,45,joueur_65,match_20220807,MT2,-0.863038,0.511323,0.0107865,1.77939,1.00314,2.02697,-1.44283,-1.03016,-0.87693,-0.719904,-0.183367,
ACC Z,45,joueur_65,match_20220807,MT2,0.466097,0.301237,1.0609,2.7128,0.554969,0.993117,0.168928,0.285681,0.40729,0.595879,0.879416,
GYRO X,45,joueur_65,match_20220807,MT2,-8.20127,28.9479,-0.114088,8.44577,30.0872,89.4532,-37.2356,-19.6321,-7.91324,4.08454,20.8755,
GYRO Y,45,joueur_65,match_20220807,MT2,-4.29761,59.7196,0.0284216,2.38666,59.874,205.319,-76.4024,-31.7693,-4.44677,24.0131,65.3648,
GYRO Z,45,joueur_65,match_20220807,MT2,3.04974,45.5274,0.0062676,3.84636,45.6295,156.61,-47.2039,-16.3489,2.9486,22.1274,51.2082,
NormeGradAcc,45,joueur_65,match_20220807,MT2,0.0329963,0.0374919,1.7749,3.72798,0.049944,0.115789,0.00182752,0.00616113,0.0186532,0.0487747,0.0863913,0.11672735760971055
NormeGradGyro,45,joueur_65,match_20220807,MT2,3.26712,3.43665,2.07186,6.51147,4.7418,9.882,0.379148,0.943009,1.93898,4.64413,8.04126,
ACC X,15,joueur_80,match_20220807,MT1,0.0717879,0.316796,0.117329,10.6637,0.324828,0.898128,-0.225273,-0.0482968,0.0590864,0.202798,0.362482,
ACC Y,15,joueur_80,match_20220807,MT1,-1.02948,0.829964,-0.36061,1.28641,1.32237,2.88225,-1.85557,-1.38087,-1.13775,-0.509883,0.0865605,
ACC Z,15,joueur_80,match_20220807,MT1,-0.734332,0.549618,-0.965416,2.97337,0.917237,1.76764,-1.41887,-0.981848,-0.706952,-0.410722,-0.0256151,
GYRO X,15,joueur_80,match_20220807,MT1,-0.201059,33.2201,0.0830764,11.7871,33.2207,95.7181,-30.9561,-11.9459,0.087348,11.7617,29.8608,
GYRO Y,15,joueur_80,match_20220807,MT1,2.12182,56.2755,0.188455,4.24208,56.3154,192.114,-58.9749,-18.2839,0.644463,22.1984,64.9571,
GYRO Z,15,joueur_80,match_20220807,MT1,0.0402388,45.3682,-0.0617129,5.36521,45.3682,146.307,-44.4113,-17.196,-0.140889,17.7326,45.9625,
NormeGradAcc,15,joueur_80,match_20220807,MT1,0.0588113,0.0619545,1.69676,2.9222,0.0854232,0.189728,0.00685231,0.0148066,0.0341985,0.0814616,0.153254,0.2
NormeGradGyro,15,joueur_80,match_20220807,MT1,3.55523,3.85584,2.40111,8.37655,5.24472,11.1238,0.570013,1.11266,2.1,4.65976,8.5822,
ACC X,30,joueur_80,match_20220807,MT1,0.0899456,0.333742,0.062251,13.0117,0.34565,0.903381,-0.192031,-0.0232717,0.0782941,0.213134,0.380697,
ACC Y,30,joueur_80,match_20220807,MT1,-1.01395,0.818295,-0.22445,1.24601,1.30296,2.8705,-1.7711,-1.37392,-1.14549,-0.51905,0.105442,
ACC Z,30,joueur_80,match_20220807,MT1,-0.712193,0.533279,-0.98689,3.79791,0.889722,1.66093,-1.3544,-0.955069,-0.687554,-0.410296,-0.0306372,
GYRO X,30,joueur_80,match_20220807,MT1,0.0289373,33.1249,0.600568,21.4823,33.1249,92.6887,-29.4263,-11.742,-0.0334484,11.5477,29.3893,
GYRO Y,30,joueur_80,match_20220807,MT1,1.05616,55.0322,-0.0139467,5.90881,55.0423,184.951,-55.9891,-17.5626,0.614277,20.0188,58.4355,
GYRO Z,30,joueur_80,match_20220807,MT1,-0.319855,45.9737,-0.170199,10.2983,45.9748,141.995,-40.6471,-16.3234,-0.31624,15.3766,41.5716,
NormeGradAcc,30,joueur_80,match_20220807,MT1,0.0550768,0.0597619,1.86548,4.03504,0.0812708,0.180848,0.00653197,0.0134135,0.0314195,0.0764814,0.144919,0.17851540616246497
